NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;FANBOOST;ATTACK_MODE;
16;1;4;3:32.723;0;;45.454;0;30.204;0;2:17.065;0;43.6;9:03.064;15:23:03.064;0:45.454;0:30.204;2:17.065;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;5;1:36.934;0;;43.104;0;24.796;0;29.034;0;95.6;10:39.998;15:24:39.998;0:43.104;0:24.796;0:29.034;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;true;
16;1;6;1:29.964;0;;37.756;0;23.937;0;28.271;0;103.0;12:09.962;15:26:09.962;0:37.756;0:23.937;0:28.271;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;true;
16;1;7;1:29.826;0;;37.383;0;23.780;0;28.663;0;103.2;13:39.788;15:27:39.788;0:37.383;0:23.780;0:28.663;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;true;
16;1;8;1:30.854;0;;38.248;0;24.149;0;28.457;0;102.0;15:10.642;15:29:10.642;0:38.248;0:24.149;0:28.457;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;9;1:30.707;0;;38.366;0;24.071;0;28.270;0;102.2;16:41.349;15:30:41.349;0:38.366;0:24.071;0:28.270;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;10;1:29.467;0;;37.497;0;24.069;0;27.901;0;103.6;18:10.816;15:32:10.816;0:37.497;0:24.069;0:27.901;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;11;1:29.177;0;;37.171;0;23.863;0;28.143;0;104.0;19:39.993;15:33:39.993;0:37.171;0:23.863;0:28.143;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;12;1:28.649;0;;37.295;0;23.630;0;27.724;0;104.6;21:08.642;15:35:08.642;0:37.295;0:23.630;0:27.724;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;13;2:20.292;0;B;37.045;0;35.342;0;1:07.905;0;66.1;23:28.934;15:37:28.934;0:37.045;0:35.342;1:07.905;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;14;18:14.199;0;;15:30.113;0;28.207;0;2:15.879;0;8.5;41:43.133;15:55:43.133;15:30.113;0:28.207;2:15.879;;Sébastien BUEMI;0:14:58.358;;;Envision Racing;JAGUAR;;false;false;
16;1;15;1:32.917;0;;40.062;0;24.228;0;28.627;0;99.8;43:16.050;15:57:16.050;0:40.062;0:24.228;0:28.627;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;16;1:29.189;0;;37.426;0;23.794;0;27.969;0;103.9;44:45.239;15:58:45.239;0:37.426;0:23.794;0:27.969;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;17;1:28.891;0;;37.100;0;23.786;0;28.005;0;104.3;46:14.130;16:00:14.130;0:37.100;0:23.786;0:28.005;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;18;1:27.961;0;;36.627;0;23.727;0;27.607;0;105.4;47:42.091;16:01:42.091;0:36.627;0:23.727;0:27.607;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;19;1:27.242;0;;36.732;0;23.332;0;27.178;0;106.3;49:09.333;16:03:09.333;0:36.732;0:23.332;0:27.178;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;20;1:26.956;0;;36.269;0;23.342;0;27.345;0;106.6;50:36.289;16:04:36.289;0:36.269;0:23.342;0:27.345;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;21;1:27.459;0;;36.698;0;23.321;0;27.440;0;106.0;52:03.748;16:06:03.748;0:36.698;0:23.321;0:27.440;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;22;1:26.119;0;;35.853;0;23.233;0;27.033;0;107.6;53:29.867;16:07:29.867;0:35.853;0:23.233;0:27.033;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;23;1:26.377;0;;35.887;0;23.172;0;27.318;0;107.3;54:56.244;16:08:56.244;0:35.887;0:23.172;0:27.318;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;24;1:33.796;0;B;36.145;0;23.377;0;34.274;0;98.8;56:30.040;16:10:30.040;0:36.145;0:23.377;0:34.274;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;25;2:14.895;0;;1:24.247;0;23.457;0;27.191;0;68.7;58:44.935;16:12:44.935;1:24.247;0:23.457;0:27.191;;Sébastien BUEMI;0:00:56.951;;;Envision Racing;JAGUAR;;false;false;
16;1;26;1:26.950;0;;36.529;0;23.213;0;27.208;0;106.6;1:00:11.885;16:14:11.885;0:36.529;0:23.213;0:27.208;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;27;1:26.363;0;;36.324;0;23.101;0;26.938;0;107.3;1:01:38.248;16:15:38.248;0:36.324;0:23.101;0:26.938;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;28;1:25.365;0;;35.808;0;22.945;0;26.612;0;108.6;1:03:03.613;16:17:03.613;0:35.808;0:22.945;0:26.612;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;29;1:25.135;0;;35.763;0;22.796;0;26.576;0;108.9;1:04:28.748;16:18:28.748;0:35.763;0:22.796;0:26.576;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;30;1:25.407;0;;35.961;0;22.883;0;26.563;0;108.5;1:05:54.155;16:19:54.155;0:35.961;0:22.883;0:26.563;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;31;1:26.058;0;;37.704;0;22.244;0;26.110;0;107.7;1:07:20.213;16:21:20.213;0:37.704;0:22.244;0:26.110;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;true;
16;1;32;1:24.151;0;;35.144;0;22.547;0;26.460;0;110.2;1:08:44.364;16:22:44.364;0:35.144;0:22.547;0:26.460;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;true;
16;1;33;1:22.817;2;;34.896;2;22.215;2;25.706;3;111.9;1:10:07.181;16:24:07.181;0:34.896;0:22.215;0:25.706;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;true;
16;1;34;1:24.790;0;;35.486;0;22.893;0;26.411;0;109.3;1:11:31.971;16:25:31.971;0:35.486;0:22.893;0:26.411;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;true;
16;1;35;1:24.312;0;;35.344;0;22.672;0;26.296;0;109.9;1:12:56.283;16:26:56.283;0:35.344;0:22.672;0:26.296;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;36;1:24.344;0;;35.445;0;22.594;0;26.305;0;109.9;1:14:20.627;16:28:20.627;0:35.445;0:22.594;0:26.305;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;37;1:24.476;0;;35.447;0;22.460;0;26.569;0;109.7;1:15:45.103;16:29:45.103;0:35.447;0:22.460;0:26.569;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;38;1:24.517;0;;35.256;0;22.693;0;26.568;0;109.7;1:17:09.620;16:31:09.620;0:35.256;0:22.693;0:26.568;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
17;1;1;2:03.272;0;;1:01.041;0;29.313;0;32.918;0;75.2;2:03.272;15:16:03.272;1:01.041;0:29.313;0:32.918;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;2;1:39.365;0;;39.876;0;27.333;0;32.156;0;93.3;3:42.637;15:17:42.637;0:39.876;0:27.333;0:32.156;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;3;1:44.920;0;;39.993;0;28.465;0;36.462;0;88.4;5:27.557;15:19:27.557;0:39.993;0:28.465;0:36.462;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;4;3:34.591;0;;44.675;0;30.051;0;2:19.865;0;43.2;9:02.148;15:23:02.148;0:44.675;0:30.051;2:19.865;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;5;1:37.942;0;;42.657;0;25.313;0;29.972;0;94.6;10:40.090;15:24:40.090;0:42.657;0:25.313;0:29.972;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;6;1:32.944;0;;38.845;0;24.751;0;29.348;0;99.7;12:13.034;15:26:13.034;0:38.845;0:24.751;0:29.348;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;7;1:32.535;0;;40.268;0;24.121;0;28.146;0;100.2;13:45.569;15:27:45.569;0:40.268;0:24.121;0:28.146;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;true;
17;1;8;1:28.819;0;;36.336;0;24.365;0;28.118;0;104.4;15:14.388;15:29:14.388;0:36.336;0:24.365;0:28.118;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;true;
17;1;9;1:30.927;0;;37.255;0;24.135;0;29.537;0;101.9;16:45.315;15:30:45.315;0:37.255;0:24.135;0:29.537;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;true;
17;1;10;1:32.110;0;;38.297;0;24.849;0;28.964;0;100.6;18:17.425;15:32:17.425;0:38.297;0:24.849;0:28.964;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;11;1:29.604;0;;37.039;0;24.160;0;28.405;0;103.5;19:47.029;15:33:47.029;0:37.039;0:24.160;0:28.405;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;12;1:29.843;0;;37.029;0;24.118;0;28.696;0;103.2;21:16.872;15:35:16.872;0:37.029;0:24.118;0:28.696;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;13;2:40.070;0;B;38.621;0;58.219;0;1:03.230;0;57.9;23:56.942;15:37:56.942;0:38.621;0:58.219;1:03.230;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;14;17:47.047;0;;15:05.920;0;29.777;0;2:11.350;0;8.7;41:43.989;15:55:43.989;15:05.920;0:29.777;2:11.350;;Norman NATO;0:14:32.301;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;15;1:36.242;0;;41.187;0;24.932;0;30.123;0;96.3;43:20.231;15:57:20.231;0:41.187;0:24.932;0:30.123;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;16;1:30.305;0;;37.720;0;24.522;0;28.063;0;102.7;44:50.536;15:58:50.536;0:37.720;0:24.522;0:28.063;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;17;1:37.222;0;B;37.892;0;24.063;0;35.267;0;95.3;46:27.758;16:00:27.758;0:37.892;0:24.063;0:35.267;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;18;2:16.515;0;;1:24.057;0;24.148;0;28.310;0;67.9;48:44.273;16:02:44.273;1:24.057;0:24.148;0:28.310;;Norman NATO;0:00:56.563;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;19;1:28.669;0;;36.680;0;24.017;0;27.972;0;104.5;50:12.942;16:04:12.942;0:36.680;0:24.017;0:27.972;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;20;1:28.586;0;;36.648;0;23.934;0;28.004;0;104.6;51:41.528;16:05:41.528;0:36.648;0:23.934;0:28.004;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;21;1:28.461;0;;36.767;0;23.708;0;27.986;0;104.8;53:09.989;16:07:09.989;0:36.767;0:23.708;0:27.986;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;22;1:27.794;0;;36.486;0;23.726;0;27.582;0;105.6;54:37.783;16:08:37.783;0:36.486;0:23.726;0:27.582;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;23;1:27.586;0;;36.258;0;23.608;0;27.720;0;105.8;56:05.369;16:10:05.369;0:36.258;0:23.608;0:27.720;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;24;1:29.044;0;;37.183;0;23.891;0;27.970;0;104.1;57:34.413;16:11:34.413;0:37.183;0:23.891;0:27.970;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;25;1:27.929;0;;36.561;0;23.572;0;27.796;0;105.4;59:02.342;16:13:02.342;0:36.561;0:23.572;0:27.796;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;26;1:27.178;0;;36.609;0;23.246;0;27.323;0;106.3;1:00:29.520;16:14:29.520;0:36.609;0:23.246;0:27.323;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;27;1:27.098;0;;36.381;0;23.328;0;27.389;0;106.4;1:01:56.618;16:15:56.618;0:36.381;0:23.328;0:27.389;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;28;1:27.175;0;;36.301;0;23.527;0;27.347;0;106.3;1:03:23.793;16:17:23.793;0:36.301;0:23.527;0:27.347;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;29;1:28.995;0;;36.635;0;23.726;0;28.634;0;104.2;1:04:52.788;16:18:52.788;0:36.635;0:23.726;0:28.634;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;30;1:26.674;0;;36.382;0;23.052;0;27.240;0;107.0;1:06:19.462;16:20:19.462;0:36.382;0:23.052;0:27.240;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;31;1:26.553;0;;35.909;0;23.235;0;27.409;0;107.1;1:07:46.015;16:21:46.015;0:35.909;0:23.235;0:27.409;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;32;1:26.531;0;;37.015;0;22.821;0;26.695;0;107.1;1:09:12.546;16:23:12.546;0:37.015;0:22.821;0:26.695;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;true;
17;1;33;1:23.712;2;;34.834;0;22.371;2;26.507;2;110.7;1:10:36.258;16:24:36.258;0:34.834;0:22.371;0:26.507;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;true;
17;1;34;1:24.510;0;;34.552;2;22.616;0;27.342;0;109.7;1:12:00.768;16:26:00.768;0:34.552;0:22.616;0:27.342;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;true;
17;1;35;1:25.763;0;;35.609;0;22.876;0;27.278;0;108.1;1:13:26.531;16:27:26.531;0:35.609;0:22.876;0:27.278;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;true;
17;1;36;1:25.469;0;;35.420;0;22.788;0;27.261;0;108.5;1:14:52.000;16:28:52.000;0:35.420;0:22.788;0:27.261;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;37;1:25.154;0;;35.603;0;22.635;0;26.916;0;108.9;1:16:17.154;16:30:17.154;0:35.603;0:22.635;0:26.916;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;38;1:25.764;0;;35.404;0;23.176;0;27.184;0;108.1;1:17:42.918;16:31:42.918;0:35.404;0:23.176;0:27.184;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
2;1;1;2:23.962;0;;1:17.903;0;32.848;0;33.211;0;64.4;2:23.962;15:16:23.962;1:17.903;0:32.848;0:33.211;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;2;1:40.706;0;;41.260;0;27.584;0;31.862;0;92.1;4:04.668;15:18:04.668;0:41.260;0:27.584;0:31.862;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;3;1:37.239;0;;39.714;0;27.045;0;30.480;0;95.3;5:41.907;15:19:41.907;0:39.714;0:27.045;0:30.480;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;4;3:22.724;0;;43.809;0;33.114;0;2:05.801;0;45.7;9:04.631;15:23:04.631;0:43.809;0:33.114;2:05.801;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;5;1:40.430;0;;43.354;0;26.861;0;30.215;0;92.3;10:45.061;15:24:45.061;0:43.354;0:26.861;0:30.215;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;6;1:34.076;0;;41.466;0;24.660;0;27.950;0;98.5;12:19.137;15:26:19.137;0:41.466;0:24.660;0:27.950;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;true;
2;1;7;1:30.776;0;;37.580;0;24.610;0;28.586;0;102.1;13:49.913;15:27:49.913;0:37.580;0:24.610;0:28.586;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;true;
2;1;8;1:30.416;0;;38.272;0;23.538;0;28.606;0;102.5;15:20.329;15:29:20.329;0:38.272;0:23.538;0:28.606;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;true;
2;1;9;1:31.774;0;;38.571;0;24.371;0;28.832;0;101.0;16:52.103;15:30:52.103;0:38.571;0:24.371;0:28.832;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;10;1:37.995;0;B;37.794;0;24.132;0;36.069;0;94.6;18:30.098;15:32:30.098;0:37.794;0:24.132;0:36.069;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;11;2:15.706;0;;1:23.481;0;23.993;0;28.232;0;68.3;20:45.804;15:34:45.804;1:23.481;0:23.993;0:28.232;;Stoffel VANDOORNE;0:00:56.091;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;12;2:02.497;0;B;36.906;0;23.604;0;1:01.987;0;75.7;22:48.301;15:36:48.301;0:36.906;0:23.604;1:01.987;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;13;9:42.049;0;B;7:37.313;0;57.970;0;1:06.766;0;15.9;32:30.350;15:46:30.350;7:37.313;0:57.970;1:06.766;;Stoffel VANDOORNE;0:07:00.542;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;14;9:16.890;0;;6:54.050;0;27.992;0;1:54.848;0;16.6;41:47.240;15:55:47.240;6:54.050;0:27.992;1:54.848;;Stoffel VANDOORNE;0:06:25.784;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;15;1:38.898;0;;43.140;0;26.144;0;29.614;0;93.7;43:26.138;15:57:26.138;0:43.140;0:26.144;0:29.614;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;16;1:31.541;0;;38.237;0;24.462;0;28.842;0;101.3;44:57.679;15:58:57.679;0:38.237;0:24.462;0:28.842;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;17;1:30.348;0;;37.292;0;24.353;0;28.703;0;102.6;46:28.027;16:00:28.027;0:37.292;0:24.353;0:28.703;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;18;1:30.789;0;;38.148;0;24.287;0;28.354;0;102.1;47:58.816;16:01:58.816;0:38.148;0:24.287;0:28.354;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;19;1:29.434;0;;37.483;0;23.850;0;28.101;0;103.7;49:28.250;16:03:28.250;0:37.483;0:23.850;0:28.101;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;20;1:29.205;0;;37.359;0;24.009;0;27.837;0;103.9;50:57.455;16:04:57.455;0:37.359;0:24.009;0:27.837;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;21;1:28.464;0;;36.545;0;23.561;0;28.358;0;104.8;52:25.919;16:06:25.919;0:36.545;0:23.561;0:28.358;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;22;1:27.592;0;;37.088;0;23.180;0;27.324;0;105.8;53:53.511;16:07:53.511;0:37.088;0:23.180;0:27.324;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;23;1:26.424;0;;35.964;0;23.285;0;27.175;0;107.3;55:19.935;16:09:19.935;0:35.964;0:23.285;0:27.175;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;24;1:26.482;0;;36.118;0;23.125;0;27.239;0;107.2;56:46.417;16:10:46.417;0:36.118;0:23.125;0:27.239;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;25;1:26.694;0;;35.712;0;23.007;0;27.975;0;106.9;58:13.111;16:12:13.111;0:35.712;0:23.007;0:27.975;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;26;1:26.100;0;;36.054;0;23.097;0;26.949;0;107.7;59:39.211;16:13:39.211;0:36.054;0:23.097;0:26.949;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;27;1:31.898;0;;40.973;0;23.577;0;27.348;0;100.9;1:01:11.109;16:15:11.109;0:40.973;0:23.577;0:27.348;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;28;1:25.915;0;;35.812;0;23.063;0;27.040;0;107.9;1:02:37.024;16:16:37.024;0:35.812;0:23.063;0:27.040;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;29;1:26.836;0;;37.477;0;22.881;0;26.478;2;106.8;1:04:03.860;16:18:03.860;0:37.477;0:22.881;0:26.478;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;true;
2;1;30;1:24.625;2;;35.302;0;22.751;2;26.572;0;109.5;1:05:28.485;16:19:28.485;0:35.302;0:22.751;0:26.572;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;true;
2;1;31;1:24.672;0;;35.161;2;22.831;0;26.680;0;109.5;1:06:53.157;16:20:53.157;0:35.161;0:22.831;0:26.680;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;true;
2;1;32;1:26.723;0;;36.155;0;23.358;0;27.210;0;106.9;1:08:19.880;16:22:19.880;0:36.155;0:23.358;0:27.210;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;true;
2;1;33;1:27.124;0;;36.039;0;23.596;0;27.489;0;106.4;1:09:47.004;16:23:47.004;0:36.039;0:23.596;0:27.489;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;34;1:26.826;0;;36.241;0;23.307;0;27.278;0;106.8;1:11:13.830;16:25:13.830;0:36.241;0:23.307;0:27.278;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;35;1:26.090;0;;35.730;0;23.190;0;27.170;0;107.7;1:12:39.920;16:26:39.920;0:35.730;0:23.190;0:27.170;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;36;1:26.355;0;;35.833;0;23.140;0;27.382;0;107.3;1:14:06.275;16:28:06.275;0:35.833;0:23.140;0:27.382;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;37;1:26.887;0;;35.955;0;23.293;0;27.639;0;106.7;1:15:33.162;16:29:33.162;0:35.955;0:23.293;0:27.639;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;38;1:27.411;0;;36.177;0;23.420;0;27.814;0;106.1;1:17:00.573;16:31:00.573;0:36.177;0:23.420;0:27.814;;Stoffel VANDOORNE;;;;Maserati MSG Racing;STELLANTIS;;false;false;
21;1;1;2:06.299;0;;1:03.460;0;29.949;0;32.890;0;73.4;2:06.299;15:16:06.299;1:03.460;0:29.949;0:32.890;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;2;1:38.528;0;;40.103;0;27.137;0;31.288;0;94.1;3:44.827;15:17:44.827;0:40.103;0:27.137;0:31.288;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;3;1:44.443;0;;39.641;0;28.821;0;35.981;0;88.8;5:29.270;15:19:29.270;0:39.641;0:28.821;0:35.981;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;4;3:33.549;0;;45.271;0;29.872;0;2:18.406;0;43.4;9:02.819;15:23:02.819;0:45.271;0:29.872;2:18.406;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;5;1:37.946;0;;42.800;0;25.172;0;29.974;0;94.6;10:40.765;15:24:40.765;0:42.800;0:25.172;0:29.974;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;6;1:32.503;0;;39.311;0;24.689;0;28.503;0;100.2;12:13.268;15:26:13.268;0:39.311;0:24.689;0:28.503;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;true;
21;1;7;1:29.796;0;;37.104;0;24.149;0;28.543;0;103.2;13:43.064;15:27:43.064;0:37.104;0:24.149;0:28.543;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;true;
21;1;8;1:30.287;0;;37.630;0;24.163;0;28.494;0;102.7;15:13.351;15:29:13.351;0:37.630;0:24.163;0:28.494;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;9;1:31.603;0;;37.547;0;23.877;0;30.179;0;101.2;16:44.954;15:30:44.954;0:37.547;0:23.877;0:30.179;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;10;1:29.401;0;;37.387;0;23.908;0;28.106;0;103.7;18:14.355;15:32:14.355;0:37.387;0:23.908;0:28.106;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;11;1:29.351;0;;37.093;0;23.929;0;28.329;0;103.7;19:43.706;15:33:43.706;0:37.093;0:23.929;0:28.329;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;12;1:28.250;0;;36.712;0;23.662;0;27.876;0;105.0;21:11.956;15:35:11.956;0:36.712;0:23.662;0:27.876;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;13;13:25.506;0;B;37.123;0;47.798;0;12:00.585;0;11.5;34:37.462;15:48:37.462;0:37.123;0:47.798;12:00.585;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;14;7:06.249;0;;4:24.178;0;28.735;0;2:13.336;0;21.7;41:43.711;15:55:43.711;4:24.178;0:28.735;2:13.336;;Nyck DE VRIES;0:14:47.722;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;15;1:33.770;0;;40.537;0;24.531;0;28.702;0;98.9;43:17.481;15:57:17.481;0:40.537;0:24.531;0:28.702;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;16;2:16.690;0;B;37.531;0;23.938;0;1:15.221;0;67.8;45:34.171;15:59:34.171;0:37.531;0:23.938;1:15.221;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
