NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;FANBOOST;ATTACK_MODE;
37;1;21;1:27.581;0;;36.738;0;23.375;0;27.468;0;105.8;52:23.517;16:06:23.517;0:36.738;0:23.375;0:27.468;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;22;1:26.858;0;;36.157;0;22.997;0;27.704;0;106.7;53:50.375;16:07:50.375;0:36.157;0:22.997;0:27.704;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;23;1:26.447;0;;35.939;0;23.095;0;27.413;0;107.2;55:16.822;16:09:16.822;0:35.939;0:23.095;0:27.413;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;24;1:27.349;0;;38.330;0;22.692;0;26.327;0;106.1;56:44.171;16:10:44.171;0:38.330;0:22.692;0:26.327;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;true;
37;1;25;1:24.171;0;;35.248;0;22.480;0;26.443;0;110.1;58:08.342;16:12:08.342;0:35.248;0:22.480;0:26.443;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;true;
37;1;26;1:25.316;0;;36.256;0;22.463;0;26.597;0;108.7;59:33.658;16:13:33.658;0:36.256;0:22.463;0:26.597;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;true;
37;1;27;1:33.895;0;B;35.806;0;23.281;0;34.808;0;98.7;1:01:07.553;16:15:07.553;0:35.806;0:23.281;0:34.808;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;true;
37;1;28;2:14.019;0;;1:23.610;0;23.128;0;27.281;0;69.2;1:03:21.572;16:17:21.572;1:23.610;0:23.128;0:27.281;;Nick CASSIDY;0:00:56.779;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;29;1:25.611;0;;35.684;0;22.837;0;27.090;0;108.3;1:04:47.183;16:18:47.183;0:35.684;0:22.837;0:27.090;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;30;1:25.005;0;;35.323;0;22.749;0;26.933;0;109.1;1:06:12.188;16:20:12.188;0:35.323;0:22.749;0:26.933;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;31;1:25.046;0;;35.245;0;22.808;0;26.993;0;109.0;1:07:37.234;16:21:37.234;0:35.245;0:22.808;0:26.993;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;32;1:24.976;0;;35.278;0;22.549;0;27.149;0;109.1;1:09:02.210;16:23:02.210;0:35.278;0:22.549;0:27.149;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;33;1:24.693;0;;35.191;0;22.608;0;26.894;0;109.5;1:10:26.903;16:24:26.903;0:35.191;0:22.608;0:26.894;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;34;1:24.538;0;;36.628;0;22.132;0;25.778;0;109.7;1:11:51.441;16:25:51.441;0:36.628;0:22.132;0:25.778;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;true;
37;1;35;1:22.927;0;;34.360;3;22.848;0;25.719;0;111.8;1:13:14.368;16:27:14.368;0:34.360;0:22.848;0:25.719;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;true;
37;1;36;1:22.283;3;;34.847;0;21.720;3;25.716;2;112.7;1:14:36.651;16:28:36.651;0:34.847;0:21.720;0:25.716;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;true;
37;1;37;1:24.717;0;;35.635;0;22.426;0;26.656;0;109.4;1:16:01.368;16:30:01.368;0:35.635;0:22.426;0:26.656;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;true;
37;1;38;1:24.244;0;;35.111;0;22.431;0;26.702;0;110.0;1:17:25.612;16:31:25.612;0:35.111;0:22.431;0:26.702;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
4;1;1;2:17.556;0;;1:12.550;0;31.246;0;33.760;0;67.4;2:17.556;15:16:17.556;1:12.550;0:31.246;0:33.760;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;2;1:39.683;0;;41.192;0;27.480;0;31.011;0;93.0;3:57.239;15:17:57.239;0:41.192;0:27.480;0:31.011;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;3;1:39.661;0;;40.062;0;26.662;0;32.937;0;93.0;5:36.900;15:19:36.900;0:40.062;0:26.662;0:32.937;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;4;3:27.049;0;;44.745;0;30.454;0;2:11.850;0;44.8;9:03.949;15:23:03.949;0:44.745;0:30.454;2:11.850;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;5;1:38.127;0;;42.429;0;25.961;0;29.737;0;94.5;10:42.076;15:24:42.076;0:42.429;0:25.961;0:29.737;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;6;1:32.203;0;;39.165;0;24.047;0;28.991;0;100.5;12:14.279;15:26:14.279;0:39.165;0:24.047;0:28.991;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;true;
4;1;7;1:29.297;0;;38.517;0;23.374;0;27.406;0;103.8;13:43.576;15:27:43.576;0:38.517;0:23.374;0:27.406;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;true;
4;1;8;1:30.794;0;;37.710;0;24.321;0;28.763;0;102.1;15:14.370;15:29:14.370;0:37.710;0:24.321;0:28.763;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;true;
4;1;9;1:31.907;0;;38.788;0;24.274;0;28.845;0;100.9;16:46.277;15:30:46.277;0:38.788;0:24.274;0:28.845;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;10;1:31.749;0;;37.959;0;24.583;0;29.207;0;101.0;18:18.026;15:32:18.026;0:37.959;0:24.583;0:29.207;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;11;1:30.214;0;;38.117;0;24.058;0;28.039;0;102.8;19:48.240;15:33:48.240;0:38.117;0:24.058;0:28.039;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;12;1:29.264;0;;36.843;0;24.113;0;28.308;0;103.8;21:17.504;15:35:17.504;0:36.843;0:24.113;0:28.308;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;13;2:42.789;0;B;41.085;0;58.743;0;1:02.961;0;56.9;24:00.293;15:38:00.293;0:41.085;0:58.743;1:02.961;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;14;17:44.038;0;;15:04.158;0;29.853;0;2:10.027;0;8.7;41:44.331;15:55:44.331;15:04.158;0:29.853;2:10.027;;Robin FRIJNS;0:14:30.082;;;Envision Racing;JAGUAR;;false;false;
4;1;15;1:35.565;0;;41.445;0;24.765;0;29.355;0;97.0;43:19.896;15:57:19.896;0:41.445;0:24.765;0:29.355;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;16;1:29.392;0;;37.454;0;23.788;0;28.150;0;103.7;44:49.288;15:58:49.288;0:37.454;0:23.788;0:28.150;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;17;1:27.827;0;;38.045;0;22.831;0;26.951;0;105.5;46:17.115;16:00:17.115;0:38.045;0:22.831;0:26.951;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;true;
4;1;18;1:25.841;0;;35.899;0;22.957;0;26.985;0;108.0;47:42.956;16:01:42.956;0:35.899;0:22.957;0:26.985;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;true;
4;1;19;1:34.010;0;B;36.109;0;23.497;0;34.404;0;98.6;49:16.966;16:03:16.966;0:36.109;0:23.497;0:34.404;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;true;
4;1;20;2:16.761;0;;1:25.405;0;23.696;0;27.660;0;67.8;51:33.727;16:05:33.727;1:25.405;0:23.696;0:27.660;;Robin FRIJNS;0:00:56.956;;;Envision Racing;JAGUAR;;false;false;
4;1;21;1:27.853;0;;36.932;0;23.344;0;27.577;0;105.5;53:01.580;16:07:01.580;0:36.932;0:23.344;0:27.577;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;22;1:27.456;0;;36.567;0;23.366;0;27.523;0;106.0;54:29.036;16:08:29.036;0:36.567;0:23.366;0:27.523;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;23;1:28.277;0;;36.567;0;23.715;0;27.995;0;105.0;55:57.313;16:09:57.313;0:36.567;0:23.715;0:27.995;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;24;1:27.583;0;;36.393;0;23.229;0;27.961;0;105.8;57:24.896;16:11:24.896;0:36.393;0:23.229;0:27.961;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;25;1:27.780;0;;36.256;0;24.252;0;27.272;0;105.6;58:52.676;16:12:52.676;0:36.256;0:24.252;0:27.272;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;26;1:26.337;0;;35.977;0;23.160;0;27.200;0;107.4;1:00:19.013;16:14:19.013;0:35.977;0:23.160;0:27.200;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;27;1:26.373;0;;36.125;0;23.219;0;27.029;0;107.3;1:01:45.386;16:15:45.386;0:36.125;0:23.219;0:27.029;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;28;1:25.540;0;;35.601;0;22.986;0;26.953;0;108.4;1:03:10.926;16:17:10.926;0:35.601;0:22.986;0:26.953;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;29;1:25.664;0;;35.846;0;22.875;0;26.943;0;108.2;1:04:36.590;16:18:36.590;0:35.846;0:22.875;0:26.943;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;30;1:26.028;0;;36.108;0;22.985;0;26.935;0;107.8;1:06:02.618;16:20:02.618;0:36.108;0:22.985;0:26.935;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;31;1:25.428;0;;35.890;0;22.880;0;26.658;0;108.5;1:07:28.046;16:21:28.046;0:35.890;0:22.880;0:26.658;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;32;1:25.412;0;;36.007;0;22.845;0;26.560;0;108.5;1:08:53.458;16:22:53.458;0:36.007;0:22.845;0:26.560;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;33;1:25.921;0;;36.447;0;22.741;0;26.733;0;107.9;1:10:19.379;16:24:19.379;0:36.447;0:22.741;0:26.733;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;34;1:24.447;2;;35.386;0;22.519;2;26.542;2;109.8;1:11:43.826;16:25:43.826;0:35.386;0:22.519;0:26.542;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;35;1:24.492;0;;35.235;2;22.557;0;26.700;0;109.7;1:13:08.318;16:27:08.318;0:35.235;0:22.557;0:26.700;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;36;1:26.495;0;;36.150;0;23.607;0;26.738;0;107.2;1:14:34.813;16:28:34.813;0:36.150;0:23.607;0:26.738;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;37;1:24.836;0;;35.597;0;22.677;0;26.562;0;109.3;1:15:59.649;16:29:59.649;0:35.597;0:22.677;0:26.562;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
4;1;38;1:24.882;0;;35.450;0;22.847;0;26.585;0;109.2;1:17:24.531;16:31:24.531;0:35.450;0:22.847;0:26.585;;Robin FRIJNS;;;;Envision Racing;JAGUAR;;false;false;
48;1;1;2:01.375;0;;59.806;0;29.057;0;32.512;0;76.4;2:01.375;15:16:01.375;0:59.806;0:29.057;0:32.512;;Edoardo MORTARA;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
48;1;2;1:39.872;0;;40.798;0;27.094;0;31.980;0;92.8;3:41.247;15:17:41.247;0:40.798;0:27.094;0:31.980;;Edoardo MORTARA;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
48;1;3;1:45.573;0;;40.661;0;27.885;0;37.027;0;87.8;5:26.820;15:19:26.820;0:40.661;0:27.885;0:37.027;;Edoardo MORTARA;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
48;1;4;3:34.865;0;;44.437;0;30.301;0;2:20.127;0;43.1;9:01.685;15:23:01.685;0:44.437;0:30.301;2:20.127;;Edoardo MORTARA;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
48;1;5;1:35.595;0;;40.861;0;25.192;0;29.542;0;97.0;10:37.280;15:24:37.280;0:40.861;0:25.192;0:29.542;;Edoardo MORTARA;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
48;1;6;1:31.123;0;;37.492;0;24.591;0;29.040;0;101.7;12:08.403;15:26:08.403;0:37.492;0:24.591;0:29.040;;Edoardo MORTARA;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
48;1;7;1:31.978;0;;37.709;0;24.797;0;29.472;0;100.8;13:40.381;15:27:40.381;0:37.709;0:24.797;0:29.472;;Edoardo MORTARA;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
48;1;8;1:30.354;0;;38.770;0;23.536;0;28.048;0;102.6;15:10.735;15:29:10.735;0:38.770;0:23.536;0:28.048;;Edoardo MORTARA;;;;MAHINDRA RACING;MAHINDRA RACING;;false;true;
48;1;9;1:28.886;0;;36.640;0;24.016;0;28.230;0;104.3;16:39.621;15:30:39.621;0:36.640;0:24.016;0:28.230;;Edoardo MORTARA;;;;MAHINDRA RACING;MAHINDRA RACING;;false;true;
48;1;10;1:29.445;0;;36.875;0;24.109;0;28.461;0;103.6;18:09.066;15:32:09.066;0:36.875;0:24.109;0:28.461;;Edoardo MORTARA;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
48;1;11;1:28.892;0;;36.994;0;23.888;0;28.010;0;104.3;19:37.958;15:33:37.958;0:36.994;0:23.888;0:28.010;;Edoardo MORTARA;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
48;1;12;1:28.135;0;;36.654;0;23.816;0;27.665;0;105.2;21:06.093;15:35:06.093;0:36.654;0:23.816;0:27.665;;Edoardo MORTARA;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
48;1;13;12:41.338;0;B;36.385;0;35.010;0;11:29.943;0;12.2;33:47.431;15:47:47.431;0:36.385;0:35.010;11:29.943;;Edoardo MORTARA;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
48;1;14;7:55.215;0;;5:09.992;0;28.976;0;2:16.247;0;19.5;41:42.646;15:55:42.646;5:09.992;0:28.976;2:16.247;;Edoardo MORTARA;0:15:01.369;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
48;1;15;1:32.618;0;;39.871;0;24.424;0;28.323;0;100.1;43:15.264;15:57:15.264;0:39.871;0:24.424;0:28.323;;Edoardo MORTARA;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
48;1;16;1:29.127;0;;36.973;0;23.973;0;28.181;0;104.0;44:44.391;15:58:44.391;0:36.973;0:23.973;0:28.181;;Edoardo MORTARA;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
48;1;17;1:28.866;0;;37.441;0;23.701;0;27.724;0;104.3;46:13.257;16:00:13.257;0:37.441;0:23.701;0:27.724;;Edoardo MORTARA;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
